code	producer_version_id	lc	product_name_de	product_name_en	product_name_es	product_name_fi	product_name_fr	product_name_hu	product_name_it	product_name_nb	product_name_pl	product_name_ru	product_name_se	product_name_sv	abbreviated_product_name_fr	generic_name_de	generic_name_en	generic_name_fr	generic_name_nl	generic_name_sv	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_it	origin_sv	manufacturing_places	manufacturing_places_tags	emb_codes	emb_codes_tags	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fi	ingredients_text_fr	ingredients_text_it	ingredients_text_nb	ingredients_text_nl	ingredients_text_pl	ingredients_text_sv	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kj_prepared_value	energy-kj_prepared_unit	energy-kcal_value	energy-kcal_unit	energy-kcal_prepared_value	energy-kcal_prepared_unit	fat_value	fat_unit	fat_prepared_value	fat_prepared_unit	saturated-fat_value	saturated-fat_unit	saturated-fat_prepared_value	saturated-fat_prepared_unit	carbohydrates_value	carbohydrates_unit	carbohydrates_prepared_value	carbohydrates_prepared_unit	sugars_value	sugars_unit	sugars_prepared_value	sugars_prepared_unit	fiber_value	fiber_unit	fiber_prepared_value	fiber_prepared_unit	proteins_value	proteins_unit	proteins_prepared_value	proteins_prepared_unit	salt_value	salt_unit	salt_prepared_value	salt_prepared_unit	sodium_value	sodium_unit	sodium_prepared_value	sodium_prepared_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	energy_prepared_value	energy_prepared_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	vitamin-a_value	vitamin-a_unit	vitamin-c_value	vitamin-c_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	iron_value	iron_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_3_shape	packaging_3_material	conservation_conditions_fr	preparation_fr	customer_service_fr	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:isAllergenRelevantDataProvided	sources_fields:org-gs1:lastChangeDateTime	sources_fields:org-gs1:partyName	sources_fields:org-gs1:productionVariantDescription	sources_fields:org-gs1:publicationDateTime	data_sources
0039153125711		en		Spagetti																					Colavita	colavita						United States	en:united-states			0																									100g	100g					375	kcal			0	g			0	g			73.214285714286	g			1.7857142857143	g			3.5714285714286	g			14.285714285714	g			0	g			0	g					375	kcal																																								unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
0794711006313		en		Zweet sour silly spagetti cotton candy																	10 oz											United States	en:united-states			0																									100g	100g					378.94736842105	kcal			2.1052631578947	g			1.0526315789474	g			87.368421052632	g			63.157894736842	g			1.0526315789474	g			2.4736842105263	g			0.17236842105263	g			0.068947368421052	g					378.94736842105	kcal																																								unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
0810006590173		en		Speciale Spagetti																												United States	en:united-states			0																									100g	100g					357.14285714286	kcal			1.7857142857143	g			0	g			71.428571428571	g			0	g			1.7857142857143	g			12.5	g			0	g			0	g					357.14285714286	kcal																																								unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
4021851541388		de	Kamut Spagetti																		500 g				Gustoni	gustoni		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Teigwaren, Nudeln	en:plant-based-foods-and-beverages,en:plant-based-foods,en:pastas,en:noodles			Deutschland	en:germany			0																								null	100g	100g	1504	kj			355	kcal			1.5	g			0.3	g			70	g			2	g							14	g			0.01	g			0.004	g					1504	kj																																					en:cereals	en:cereals-and-potatoes,en:cereals		unknown	a	-1	unknown		1		-5	-15	1	0																App - smoothie-openfoodfacts, Apps
9300644098014		en		Spagetti sauce																												Australia	en:australia			0																									100g	100g																																																																																				unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
7310960648871		sv												Dafgårds Spagetti Bolognese						Spagetti med smakrik köttfärssås och riven ost	400 g	400 g	Plast, Kartong, en:container, en:FSC cardboard, Green dot	en:plastic,en:cardboard,en:container,en:fsc-cardboard,sv:green-dot	Dafgårds,Gunnar Dafgård	dafgards,gunnar-dafgard		en:Meats and their products, Fryst mat, Färdigmat, Pastarätter, Rätter med kött, en:Beef dishes, en:Microwave meals	en:meats-and-their-products,en:frozen-foods,en:meals,en:pasta-dishes,en:meals-with-meat,en:beef-dishes,en:microwave-meals	en:FSC, en:FSC Mix	en:fsc,en:fsc-mix	Sverige	en:sweden	Coop Konsum,ICA Supermarket	coop-konsum,ica-supermarket	0		Europeiska unionen	en:european-union		Ursprung nötkött: EU.	Källby,Västergötland,Sverige	kallby,vastergotland,sverige	SE 237 EC,FSC-C008592	se-237-ec,fsc-c008592										Pasta 42 % (_durumvete_, vatten), vatten, tomat, nötkött 9 %, lök, _ost_, tomatpuré, morot, _vetemjöl_, _selleri_, salt, rapsolja, vitlök, socker, stärkelse, köttfond (nötkött, vatten), vitvinsvinäger, kryddor.	Selleri, Gluten, Mjölk	en:celery,en:gluten,en:milk				100g	100g	500	kJ			120	kcal			4.1	g			1.9	g			16	g			1.9	g			1.4	g			6.1	g			0.7	g			0.28	g					500	kJ																								en:unknown	en:fsc-cardboard				en:plastic							https://www.dafgards.se/sortiment-/spagetti-bolognese-1-port/	en:one-dish-meals	en:composite-foods,en:one-dish-meals	3	en:3-processed-foods	b	1	unknown				-5	-11	1	0																
5010251538103		en		free from spagetti																		100g	Mixed plastic film-bag	en:mixed-plastic-film-bag	Morrisons	morrisons				No gluten	en:no-gluten	United Kingdom	en:united-kingdom	Morrisons	morrisons	0											Cornflour (69%), Rice flour (17%), Water, Emulsifier (mono-and diglycerides of fatty acids).														100g	100g	731	kJ			172	kcal			0.6	g			0.2	g			38.6	g			0.2	g			0.9	g			2.8	g			0.09	g			0.036	g					731	kJ																								en:film	en:plastic														4	en:4-ultra-processed-food-and-drink-products			unknown				-5	-1	0	0																App - yuka, Apps, App - Horizon, App - Open Food Facts
5050665049024		en		Spagetti																												United Kingdom	en:united-kingdom			0																									100g	100g					357	kcal			1.4	g			0.3	g			72	g			3.18	g			3.2	g			12.5	g													357	kcal																																								unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
0794711007495		en		Sour Rainbow Spagetti Straws																	16 oz											United States	en:united-states			0																									100g	100g					368.42105263158	kcal			10.526315789474	g			5.2631578947368	g			89.473684210526	g			63.157894736842	g			0	g			2.1052631578947	g													368.42105263158	kcal																																								unknown			unknown		1		-5	-15	1	0																App - Yuka, Apps
9339687218394		en		Salmon spagetti																		170.0g			Woolworths	woolworths		Seafood, Canned foods, Fishes, Fatty fishes, Canned fishes, Tunas, Canned tunas	en:seafood,en:canned-foods,en:fishes,en:fatty-fishes,en:canned-fishes,en:tunas,en:canned-tunas	Sustainable-fishing, Health Star Rating, Health Star Rating 4, Sustainable Seafood MSC	en:sustainable-fishing,en:health-star-rating,en:health-star-rating-4,en:sustainable-seafood-msc	Australia	en:australia	Woolworths	woolworths	0																									100g	100g					107.058823529412	kcal			2.35294117647059	g			0.352941190495211	g			11.5882357429056	g			2.70588229684269	g			2.99999994390151	g			8.23529411764706	g													107.058823529412	kcal																																					en:fatty-fish	en:fish-meat-eggs,en:fish-and-seafood,en:fatty-fish		unknown			d	31	1	26053	-5	-15	1	10																
4001123333095		de	Spagetti																		500g				Frischlsnd	frischlsnd						Deutschland	en:germany			0																									100g	100g																																																																																				unknown			unknown		1		-5	-15	1	0																App - Speisekammer, Apps
4013423980190		de	Hartweizen Spagetti																		1pcs				Riesa	riesa		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, Teigwaren, Spaghettis	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:spaghetti			Deutschland	en:germany			0																									100g	100g					358	kcal			1.7	g			0.4	g			72	g			3.6	g			3.3	g			12	g													358	kcal																																					en:cereals	en:cereals-and-potatoes,en:cereals		unknown			unknown		1		-5	-15	1	0																App - Speisekammer, Apps, App - Yuka
6008079003506		en		Poland Spagetti Pasta																	500g											South Africa	en:south-africa			0																									100g	100g																																																																																				unknown			unknown		1		-5	-15	1	0																
7032069721117		fr					Spagetti glutenfri																		REMA 1000	rema-1000						France	en:france			0																									100g	100g					351	kcal			0.9				0.3				78				0.5								7				0.01				0.004	g					351	kcal																																								unknown			unknown		1		-5	-15	1	0																App - yuka, Apps
7310960044284		en		Spagetti carbonara																		390g			Dafgårds	dafgards						Sweden	en:sweden			0																									100g	100g					167	kcal			8.1	g			4.3	g			17	g			1.5	g			0.8	g			6.2	g			1.1	g			0.44	g					167	kcal																																								unknown			unknown		1		-5	-15	1	0																App - Waistline, Apps
9000452041027		de	Spagetti Nr 5																		550g				Recheis	recheis						Deutschland	en:germany			0																									100g	100g																																																																																				unknown			unknown		1		-5	-15	1	0																App - Speisekammer, Apps
9000452316521		de	Low Carb Spagetti																		300g				Recheis	recheis						Deutschland	en:germany			0																									100g	100g					342	kcal			3	g			1	g			49	g											26	g													342	kcal																																											unknown		1		-5	-15	1	0																App - Speisekammer, Apps
9300644093132		en		Campbells spagetti sauce																												Australia	en:australia			0											tomato puree (50%). beef (23%), carrots, onions, soy protein, modified starch (e1412 (from maizel), sugar, garlic, salt, vegetable protein extract (from soy), spice, food colour (caramel m), flavour enhancer (e635), yeast extract contains soy.									Soybeans	en:soybeans				100g	100g																																																																																			4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0																App - InFood, Apps
7612360402245		de	Grüne spagetti																		1pcs											Deutschland	en:germany			0																									100g	100g																																																																																							unknown		1		-5	-15	1	0																App - Speisekammer, Apps
4337182079569		de	Spagetti Integrali																		1pcs							Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products			Deutschland	en:germany			0																									100g	100g																																																																																	en:cereals	en:cereals-and-potatoes,en:cereals					unknown		1		-5	-15	1	0																App - Speisekammer, Apps
20738013		en		Gluten free spagetti pasta																		2 ONZ (56 g)					LIDL	Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas			United States	en:united-states			0											corn flour, rice flour,														100g	100g					14.285714285714	kcal			2.6785714285714	g			0.89285714285714	g			76.785714285714	g			0	g			1.7857142857143	g			7.1428571428571	g			0	g			0	g					14.285714285714	kcal							0	g	0	mg					143	mg	0	mg	0.71	mg																	en:cereals	en:cereals-and-potatoes,en:cereals	1	en:1-unprocessed-or-minimally-processed-foods	a	-5	unknown		1		-5	-15	1	0		2019-03-18T00:00:00Z	Pasta by Shape & Type	LI	695900	2019-03-18T00:00:00Z	2019-12-06T00:00:00Z									Databases, database-usda, App - InFood, Apps, App - Yuka
00280716		en		Spagetti carbonara																			Card-sleeve, Mixed plastic film-film, Pet-tray	en:card-sleeve,en:mixed-plastic-film-film,en:pet-tray	"Sainsbury’s"	sainsbury-s						United Kingdom	en:united-kingdom	Sainsbury's	sainsbury-s	0																									100g	100g					131	kcal			4.6	g			2.4	g			15.1	g			1.1	g							6.6	g			0.53	g			0.212	g					131	kcal																								en:film	en:plastic			en:sleeve			en:tray	en:pet-polyethylene-terephthalate								unknown			unknown				-5	-15	0	0																App - yuka, Apps, App - Horizon
7310960039822		sv												Dafgårds Spagetti Con Aglio						Spagetti med olivolja, persilja, vitlök och soltorkad tomat, serveras med Grana Padano	380 g	380 g	Plast, en:container, Green dot	en:plastic,en:container,sv:green-dot	Dafgårds,Gunnar Dafgård	dafgards,gunnar-dafgard		Fryst mat, Färdigmat, Pastarätter, en:Microwave meals	en:frozen-foods,en:meals,en:pasta-dishes,en:microwave-meals	"en:FSC, en:FSC Mix, FSC-C008592
"	en:fsc,en:fsc-mix,sv:fsc-c008592	Sverige	en:sweden	ICA Supermarket	ica-supermarket	0						Källby,Västergötland,Sverige	kallby,vastergotland,sverige	SE 237 EG	se-237-ec										Pasta 64 % (vatten, _durumvetemjöl_), vatten, rapsolja, olivolja, tomat, Grana Padano 2,6 % (_mjölk_, salt, löpe, konserveringsmedel E1105 (från _ägg_)), persilja, salt, vitlök, modifierad stärkelse, svartpeppar, vitvinsvinäger, torkad tomat, vitlökspulver, lökpulver, chiliflingor, persilja.	"Ägg, Gluten, Mjölk"	en:eggs,en:gluten,en:milk				100g	100g	895	kJ			214	kcal			13	g			1.9	g			20	g			0.5	g			1.2	g			4.2	g			1.2	g			0.48	g					895	kJ																								en:unknown	en:cardboard				en:plastic							https://www.dafgards.se/sortiment-/spagetti-con-aglio/	en:one-dish-meals	en:composite-foods,en:one-dish-meals	4	en:4-ultra-processed-food-and-drink-products	c	5	unknown				-5	-11	1	0																
7310960040965		sv												Dafgårds Italian Meatballs						Nötköttbullar serveras med spagetti, Grana Padano samt tomat- & basilikasås	380 g	380 g	Plast, en:container, Green dot	en:plastic,en:container,sv:green-dot	Dafgårds,Gunnar Dafgård	dafgards,gunnar-dafgard		en:Meats and their products, Färdigmat, Pastarätter, Rätter med kött, en:Microwave meals	en:meats-and-their-products,en:meals,en:pasta-dishes,en:meals-with-meat,en:microwave-meals	"en:FSC, en:FSC Mix, FSC-C008592
"	en:fsc,en:fsc-mix,sv:fsc-c008592	Sverige	en:sweden	ICA Supermarket	ica-supermarket	0		Europeiska unionen	en:european-union			Källby,Västergötland,Sverige	kallby,vastergotland,sverige	SE 237 EG	se-237-ec										Pasta 47 % (vatten, _durumvetemjöl_), tomat, nötkött 11 %, lök, rapsolja, Grana Padano (_mjölk_, salt, löpe, konserveringsmedel (E1105) (från _ägg_)), ströbröd (_vetemjöl_, havssalt, jäst, _durumvetemjöl_, _vetegluten_), tomatpuré, _ägg_, kycklingfond (vatten, kyckling, salt), basilika, persilja, _ost_, salt, olivolja, vitlök, socker, kryddor, soltorkade tomater (tomat, solrosolja, salt, vitlök, lagerblad), citronzest, citronsaft, modifierad stärkelse.	"Ägg, Gluten, Mjölk"	en:eggs,en:gluten,en:milk				100g	100g	709	kJ			169	kcal			8.4	g			2.4	g			17	g			1.9	g			1.3	g			6.5	g			1.1	g			0.44	g					709	kJ																								en:unknown	en:cardboard				en:plastic							https://www.dafgards.se/sortiment-/italian-meatballs/	en:one-dish-meals	en:composite-foods,en:one-dish-meals	4	en:4-ultra-processed-food-and-drink-products	c	3	unknown				-5	-11	1	0																
5997490112045		hu						Spagetti													500 g		Műanyag	en:plastic	Dunakeszi	dunakeszi		Növényi alapú élelmiszerek és italok, Növényialapú élelmiszerek, Gabona- és burgonyafélék, Gabonafélék és azok termékei, Olasz tészta, Spagetti	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:spaghetti	Magyar-termek	hu:magyar-termek	Magyarország	en:hungary			0																						Tojás	en:eggs		100g	100g																																																																					en:plastic												en:cereals	en:cereals-and-potatoes,en:cereals		unknown			unknown				-5	-10	1	0																
7032069712962		nb								Spagetti											1000g		en:Plastic	en:plastic	REMA 1000	rema-1000		en:Plant-based foods and beverages, en:Plant-based foods, en:Cereals and potatoes, en:Cereals and their products, Pasta, en:Spaghetti	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:spaghetti	Grønt Punkt	en:green-dot	Norge	en:norway			0																Semolina _durumhvete_.				Gluten	en:gluten	Egg	en:eggs		100g	100g	1506	kJ			355	kcal			1	g			0.2	g			73	g			2	g			3	g			12	g			0.03	g			0.012	g					1506	kJ			0.1	g	0.4	g																			en:plastic												en:cereals	en:cereals-and-potatoes,en:cereals		unknown	a	-4	unknown				-5	-10	1	0																App - Open Food Facts, Apps
4009418101930		de	Eier Spagetti																		500 g	125g	Kunststoff	en:plastic	TiP	tip		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, Teigwaren, Nudeln, Spaghettis	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:noodles,en:spaghetti			Deutschland	en:germany			0										"Hartweizengrieß, Trocken - eigelb (1,6%). Enthält Gluten und Hühnerei."										Eier, Gluten	en:eggs,en:gluten	Soja	en:soybeans		100g	100g					365	kcal			2.6	g			0.6	g			70	g			3.3	g			2.8	g			14	g			0.03	g			0.012	g					365	kcal																									en:plastic												en:cereals	en:cereals-and-potatoes,en:cereals	4	en:4-ultra-processed-food-and-drink-products	a	-3	unknown				-5	-10	1	0																
7310960034445		sv												Dafgårds Spagetti Carbonara						Spagetti med carbonarasås smaksatt med bacon och Grana Padano	390 g	390 g	Plast, en:container, Green dot	en:plastic,en:container,sv:green-dot	Dafgårds,Gunnar Dafgård	dafgards,gunnar-dafgard		en:Meats and their products, Fryst mat, Färdigmat, Pastarätter, Rätter med kött, en:Pork meals, en:Microwave meals	en:meats-and-their-products,en:frozen-foods,en:meals,en:pasta-dishes,en:meals-with-meat,en:pork-meals,en:microwave-meals	"en:FSC, en:FSC Mix, FSC-C008592
"	en:fsc,en:fsc-mix,sv:fsc-c008592	Sverige	en:sweden	ICA Supermarket	ica-supermarket	0						Källby,Västergötland,Sweden	kallby,vastergotland,sweden	SE 237 EC	se-237-ec										Pasta 53% (_durumvete_, vatten, rapsolja, salt), _mjölk_, _grädde_, bacon 8% (griskött, vatten, salt, rökarom, antioxidationsmedel (E331), stabiliseringsmedel (E451), konserveringsmedel (E250)), Grana Padano (_mjölk_, salt, löpe, konserveringsmedel (E1105 (från _ägg_))), _ost_, vatten, modifierad stärkelse, salt, kryddor, _ägg_.	"Ägg, Gluten, Mjölk"	en:eggs,en:gluten,en:milk	Mjölk	en:milk		100g	100g	692	kJ							7.9	g			4.5	g			17	g			1.5	g			0.8	g			6.6	g			1.1	g			0.44	g					692	kJ																									en:plastic											https://www.dafgards.se/sortiment-/spagetti-carbonara/	en:one-dish-meals	en:composite-foods,en:one-dish-meals	4	en:4-ultra-processed-food-and-drink-products	c	6	unknown				-5	-10	1	0																
7310960027201		sv												"Dafgårds À la carte Spagetti Bolognese"						Mustig köttfärssås med spagetti serveras med pesto och ost	420 g	420 g	Plast, en:container, en:pp-polypropylene, Green dot	en:plastic,en:container,en:pp-polypropylene,sv:green-dot	Dafgårds,Gunnar Dafgård	dafgards,gunnar-dafgard		en:Meats and their products, Fryst mat, Färdigmat, Rätter med kött, en:Microwave meals	en:meats-and-their-products,en:frozen-foods,en:meals,en:meals-with-meat,en:microwave-meals	"en:FSC, en:FSC Mix, FSC-C008592
"	en:fsc,en:fsc-mix,sv:fsc-c008592	Sverige	en:sweden	ICA Supermarket	ica-supermarket	0								SE 237 EC	se-237-ec										Pasta 51% (_durumvete_, vatten), nötkött 15%, vatten, tomat, rapsolja, morot, lök, tomatpuré, _ost_, soltorkad tomat (solrosolja, salt, vitlök, lagerblad), kycklingfond (kyckling, vatten, salt), Grana Padano (_mjölk_, salt, löpe, konserveringsmedel E1105 (från _ägg_)), basilika, _sojasås_ (vatten, _sojabönor_, _vete_, salt), vitlök, salt, kryddor, persilja, solrosfrö, modifierad _vetestärkelse_, timjan, citronsaft.	"Ägg, Gluten, Mjölk, Soja"	en:eggs,en:gluten,en:milk,en:soybeans				100g	100g	690	kJ							7.8	g			2.4	g			16	g			1.1	g			1.5	g			7	g			1	g			0.4	g					690	kJ																									en:pp-polypropylene											http://www.dafgards.se/sortiment-/spagetti-bolognese-2/	en:one-dish-meals	en:composite-foods,en:one-dish-meals	3	en:3-processed-foods	c	3	unknown				-5	-8	0	0																
7613035614659		de	Spagetti Bolognese	5  Minuten Terrine																	60 g	260g	Kanne	en:pot	Maggi	maggi		Fertiggerichte	en:meals			Deutschland	en:germany			0										48,3 % Nudeln (HARTWEIZEN - GRIESS, EIER), Gemüse (13,3 % Tomaten, Karotten, Zwiebeln, SELLERIE), Palmfett, Stärke, WEIZENMEHL, 3,4% Rindfleisch, Hefeextrakt, Petersilie, Zwiebelpulver, Knoblauch, Sonnenblumenöl, Jodsalz Zucker, Maltodextrin, Aromen (mit GERSTE), Salz										Sellerie, Eier, Gluten	en:celery,en:eggs,en:gluten	Milch, Senf de:Soja	en:milk,de:senf-de-soja		100g	100g					94	kcal			3	g			1.6	g			12.7	g			2.2	g			1.5	g			3.4	g			0.8	g			0.32	g					94	kcal																								en:pot													en:one-dish-meals	en:composite-foods,en:one-dish-meals	4	en:4-ultra-processed-food-and-drink-products	b	2	unknown				-5	-10	0	0	-10															App - yuka, Apps
9002912040717		de	Finkensteiner Spagetti 500g, Goldfink																		500g		en:container	en:container	Goldfink	goldfink		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte, Teigwaren, Spaghettis	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products,en:pastas,en:spaghetti			"Österreich"	en:austria			0										hartweizengriess, eier										Eier, Gluten	en:eggs,en:gluten			off	100g	100g					366	kcal			3	g			0.8	g			68	g			0.8	g							15	g			0.05	g			0.02	g					366	kcal																																					en:cereals	en:cereals-and-potatoes,en:cereals	1	en:1-unprocessed-or-minimally-processed-foods	a	-1	unknown		1		-5	-15	1	0																App - Open Food Facts, Apps
8714100683064		sv												Snack Pot Bolognese						Spagetti med tomat och köttsåsmix	268g	268 g	en:Metal, Plast, Papper, en:Recyclable Metals, Aluminium	en:metal,en:plastic,en:paper,en:recyclable-metals,en:aluminium	Knorr,Unilever	knorr,unilever		en:Meats and their products, Färdigmat, en:Dried products, Pastarätter, en:Dried products to be rehydrated, Rätter med kött, en:Dried meals	en:meats-and-their-products,en:meals,en:dried-products,en:pasta-dishes,en:dried-products-to-be-rehydrated,en:meals-with-meat,en:dried-meals	en:Sustainable, en:Sustainable farming, en:Sustainable Palm Oil	en:sustainable,en:sustainable-farming,en:sustainable-palm-oil	Frankrike, Tyskland, Sverige	en:france,en:germany,en:sweden	Coop	coop	0																			"Pasta (_DURUMVETE_) 60 %, tomatpurépulver 13 %, palmfett, lökpulver, socker, nötkött 1,8%, salt, tomater 1,4 %, arom, jästextrakt, kaliumklorid, örter och kryddor (bl.a vitlök, persilja) havssalt 0,8 %, morot, _ROTSELLERI_, röd paprika, extra jungfruolivolja, maltodextrin, _torkad ÄGGVITA_."	"Selleri, Ägg, Gluten, Torkad ÄGGVITA"	en:celery,en:eggs,en:gluten,sv:torkad-äggvita	Mjölk	en:milk		100g	100g			392	kJ	94	kcal	94	kcal	1.9	g	1.9	g		g	1	g	15	g	15	g	3.3	g	3.3	g			1.6	g	3.3	g	3.3	g		g	0.73	g		g	0.292	g			94	kcal	392	kJ																						en:unknown	en:paper				en:aluminium	en:recycle		en:plastic					en:one-dish-meals	en:composite-foods,en:one-dish-meals	4	en:4-ultra-processed-food-and-drink-products	b	1	unknown				-5	-14	1	0	-10															App - yuka, Apps, App - Speisekammer
8051827121265		de	Spagetti al nero																		500g				Livera	livera		Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Getreideprodukte	en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:cereals-and-their-products			Deutschland	en:germany			0																									100g	100g					365	kcal			1.2	g			0.5	g			74.64	g			2	g							13	g													365	kcal																																					en:cereals	en:cereals-and-potatoes,en:cereals					unknown		1		-5	-15	1	0																App - Speisekammer, Apps
4018852103417		de	Gemüse spagetti																						Bebivita	bebivita						Deutschland	en:germany			0																									100g	100g					69	kcal			2.8	g			0.48	g			8	g			2.28	g							3	g													69	kcal																																											unknown		1		-5	-15	1	0																App - yuka, Apps
5450017300399		fr					spagetti														1 kg											Luxembourg	en:luxembourg			0																									100g	100g					357	kcal			1.2	g			0.2	g			72	g			1.2	g			2.9	g			13.2	g													357	kcal																																											unknown		1		-5	-15	1	0																App - yuka, Apps
4000398256047		de	Gaggli Spagetti																		1pcs											Deutschland	en:germany			0																									100g	100g																																																																																							unknown		1		-5	-15	1	0																App - Speisekammer, Apps
7350060702455		se											Spagetti								500g				Paolos	paolos						El Salvador, Duiska	en:el-salvador,en:germany			0																									100g	100g					367	kcal			1.5	g							73	g			3	g							14	g													367	kcal																																											unknown		1		-5	-15	1	0																App - Speisekammer, Apps
0924058012375		de	Spagetti																		1kg				Clever	clever						Deutschland	en:germany			0																									100g	100g																																																																																							unknown		1		-5	-15	1	0																App - Speisekammer, Apps
4002966004012		de	Spagetti Linguine																		500g				3-Glocken	3-glocken						Deutschland	en:germany			0																									100g	100g									0.999999977648258	g							73.0000019073486	g											0.119999997317791	g																																																									unknown		1		-5	-15	1	0																App - Speisekammer, Apps
7613036106405		pl		spagetti po Neapolitansku																												Wielka Brytania	en:united-kingdom			0											"learn more the owner of the commodity juice is-societe des produits nestle sa, &quot;reference intake for the average adult (8400 contains 1 pordje size to be to the child method of preparation: 2) tninut, bpom bɔbzim fajdz l marked nwojzod op inside the cup, spaghetti pasta in neapolitan sauce, instant dish, warton ingredients: spaghetti pasta 56.1% (semolina from durum wheat, eggs), dried vegetables (tomato 19.9%,  czosnek, red pepper), potato starch, sugar, salt, flavor enhancers (monosodium glutamate, disodium s-ribonucleotides), herbs, maltodextrin, spagetip 2 added kompasżywieniowyo nutritional value after preparation energy value (250g) in porgi"							"Dowiedz się więcej Wlascicielem zmaku towarowego jest-Societe des Produits Nestle SA, &quot;Referencyjna spożycia dla przeciętnejosoby dorosłej (8400 zawiera 1 pordje Wielkość być do dziecka Sposób przygotowania: 2) tninut, bpom bɔbzim fajDz L zaznaczonego nwojzod op wewnątrz kubka, Makaron spaghetti w sosie neapolitańskim, Danie instant, Warton Składniki: makaron spaghetti 56,1% (semolina z pszenicy durum, jaja), suszone warzywa (pomidor 19,9%, CZosnek, czerwona papryka), skrobia ziemniaczana, cukier, sól, wzmacniacze smaku (glutaminian monosodowy, S-rybonukleotydy disodowe), zioła, maltodekstryna, Spagetip 2 dodaten KOMPASŻYWIENIOWYo Wartość odżywcza po przyrządźeniu Wartość energetyczna (250g) w porgi"		Jaja	en:eggs				100g	100g																																																																																			4	en:4-ultra-processed-food-and-drink-products			unknown		1		-5	-15	1	0																App - InFood, Apps
